fc,ds,zipcode,dimension,arrival,promise,feasible_routes,assigned_route
FAT1,DPS1,90026,dim1,2021-05-11 11:25:59,2021-05-12 23:59:59,"['r110', 'r537', 'r5728']",
LAS7,DPS1,90014,dim1,2021-05-11 11:26:01,2021-05-12 23:59:59,"['r80', 'r702', 'r4925']",
BFL1,DSD1,92130,dim1,2021-05-11 11:26:17,2021-05-12 23:59:59,"['r493', 'r7303']",
PSP1,DLA5,92404,dim1,2021-05-11 11:26:23,2021-05-12 23:59:59,"['r93', 'r2030', 'r3159']",
PSP1,DLA5,92557,dim1,2021-05-11 11:26:31,2021-05-12 23:59:59,"['r93', 'r2039', 'r3168']",
LGB3,DPS3,91320,dim1,2021-05-11 11:26:31,2021-05-12 23:59:59,"['r8', 'r10', 'r70', 'r953', 'r6245']",
ONT6,DLA5,92410,dim1,2021-05-11 11:26:34,2021-05-12 23:59:59,"['r96', 'r1698', 'r3188']",
LAS7,DPS1,91801,dim1,2021-05-11 11:26:38,2021-05-12 23:59:59,"['r80', 'r778', 'r5001']",
PSP1,DLA5,92557,dim1,2021-05-11 11:26:43,2021-05-12 23:59:59,"['r93', 'r2039', 'r3168']",
LGB3,DLA5,92346,dim1,2021-05-11 11:26:47,2021-05-12 23:59:59,"['r3', 'r16', 'r69', 'r847', 'r2952']",
BFL1,DSD1,92126,dim1,2021-05-11 11:26:48,2021-05-12 23:59:59,"['r489', 'r7299']",
LGB3,DPS1,90032,dim1,2021-05-11 11:26:49,2021-05-12 23:59:59,"['r5', 'r14', 'r71', 'r878', 'r4693']",
PSP1,DPS1,91706,dim1,2021-05-11 11:26:51,2021-05-12 23:59:59,"['r2107', 'r5386']",
LGB3,DPS1,91731,dim1,2021-05-11 11:26:58,2021-05-12 23:59:59,"['r5', 'r14', 'r71', 'r934', 'r4749']",
LGB3,DSD1,92126,dim1,2021-05-11 11:27:03,2021-05-12 23:59:59,"['r0', 'r13', 'r993', 'r7089']",
PSP1,DPS1,91206,dim1,2021-05-11 11:27:06,2021-05-12 23:59:59,"['r2091', 'r5370']",
SMF1,DLA5,92583,dim1,2021-05-11 11:27:13,2021-05-12 23:59:59,"['r99', 'r2211', 'r3222']",
TUS2,DLA5,92507,dim1,2021-05-11 11:27:26,2021-05-12 23:59:59,"['r66', 'r2372', 'r2940']",
PSP1,DLA5,92507,dim1,2021-05-11 11:27:26,2021-05-12 23:59:59,"['r93', 'r2036', 'r3165']",
TUS2,DSD1,92126,dim1,2021-05-11 11:27:32,2021-05-12 23:59:59,"['r67', 'r2505', 'r7059']",
ONT6,DPS1,91030,dim1,2021-05-11 11:27:33,2021-05-12 23:59:59,"['r1742', 'r5437']",
FAT1,DPS3,91307,dim1,2021-05-11 11:27:36,2021-05-12 23:59:59,"['r109', 'r616', 'r6517']",
LGB7,DLA5,92407,dim1,2021-05-11 11:27:38,2021-05-12 23:59:59,"['r81', 'r105', 'r1192', 'r3061', 'r3261']",
SMF1,DPS1,91731,dim1,2021-05-11 11:27:41,2021-05-12 23:59:59,"['r2278', 'r5549']",
PSP1,DLA5,92324,dim1,2021-05-11 11:27:43,2021-05-12 23:59:59,"['r93', 'r2022', 'r3151']",
PSP1,DPS1,90057,dim1,2021-05-11 11:27:50,2021-05-12 23:59:59,"['r2059', 'r5338']",
LGB7,DLA5,92407,dim1,2021-05-11 11:27:56,2021-05-12 23:59:59,"['r81', 'r105', 'r1192', 'r3061', 'r3261']",
FAT1,DLA5,92320,dim1,2021-05-11 11:27:57,2021-05-12 23:59:59,"['r108', 'r509', 'r3275']",
LAS7,DSD1,92126,dim1,2021-05-11 11:27:59,2021-05-12 23:59:59,"['r825', 'r7179']",
PSP1,DPS1,90026,dim1,2021-05-11 11:28:05,2021-05-12 23:59:59,"['r2049', 'r5328']",
LGB7,DPS1,90026,dim1,2021-05-11 11:28:18,2021-05-12 23:59:59,"['r4', 'r9', 'r83', 'r1209', 'r5008', 'r5648']",
BFL1,DPS1,90012,dim1,2021-05-11 11:28:21,2021-05-12 23:59:59,"['r92', 'r364', 'r5243']",
OAK4,DPS1,90042,dim1,2021-05-11 11:28:22,2021-05-12 23:59:59,"['r86', 'r1386', 'r5097', 'r5577']",
PSP1,DPS1,91801,dim1,2021-05-11 11:28:24,2021-05-12 23:59:59,"['r2122', 'r5401']",
TUS2,DLA5,92557,dim1,2021-05-11 11:28:30,2021-05-12 23:59:59,"['r66', 'r2375', 'r2943']",
ONT6,DSD1,92130,dim1,2021-05-11 11:28:31,2021-05-12 23:59:59,"['r6', 'r12', 'r97', 'r1837', 'r7363']",
TUS2,DLA5,92359,dim1,2021-05-11 11:28:39,2021-05-12 23:59:59,"['r66', 'r2361', 'r2929']",
PSP1,DSD2,92056,dim1,2021-05-11 11:28:43,2021-05-12 23:59:59,"['r95', 'r2180', 'r7820']",
OAK4,DPS1,90065,dim1,2021-05-11 11:28:44,2021-05-12 23:59:59,"['r86', 'r1389', 'r5100', 'r5580']",
BFL1,DPS1,91001,dim1,2021-05-11 11:28:46,2021-05-12 23:59:59,"['r92', 'r389', 'r5268']",
FAT1,DLA5,92583,dim1,2021-05-11 11:28:52,2021-05-12 23:59:59,"['r108', 'r531', 'r3297']",
LGB7,DPS3,91364,dim1,2021-05-11 11:28:53,2021-05-12 23:59:59,"['r82', 'r1294', 'r6334', 'r6502']",
PSP1,DLA5,92553,dim1,2021-05-11 11:28:58,2021-05-12 23:59:59,"['r93', 'r2037', 'r3166']",
FAT1,DLA5,92571,dim1,2021-05-11 11:29:05,2021-05-12 23:59:59,"['r108', 'r529', 'r3295']",
BFL1,DPS1,91776,dim1,2021-05-11 11:29:07,2021-05-12 23:59:59,"['r92', 'r439', 'r5318']",
LAS7,DSD1,92126,dim1,2021-05-11 11:29:13,2021-05-12 23:59:59,"['r825', 'r7179']",
BFL1,DSD1,92037,dim1,2021-05-11 11:29:24,2021-05-12 23:59:59,"['r474', 'r7284']",
PSP1,DPS1,90042,dim1,2021-05-11 11:29:24,2021-05-12 23:59:59,"['r2058', 'r5337']",
ONT2,DPS1,90028,dim1,2021-05-11 11:29:26,2021-05-12 23:59:59,"['r89', 'r1547', 'r5170', 'r5810']",
PSP1,DSD1,92117,dim1,2021-05-11 11:29:30,2021-05-12 23:59:59,"['r94', 'r2163', 'r7323']",
FAT1,DLA5,92405,dim1,2021-05-11 11:29:36,2021-05-12 23:59:59,"['r108', 'r519', 'r3285']",
OAK4,DSD1,92129,dim1,2021-05-11 11:29:36,2021-05-12 23:59:59,"['r103', 'r1500', 'r7242', 'r7422']",
LGB7,DLA5,92354,dim1,2021-05-11 11:29:36,2021-05-12 23:59:59,"['r81', 'r105', 'r1184', 'r3053', 'r3253']",
FAT1,DPS3,91361,dim1,2021-05-11 11:29:50,2021-05-12 23:59:59,"['r109', 'r620', 'r6521']",
SMF1,DPS1,91206,dim1,2021-05-11 11:29:56,2021-05-12 23:59:59,"['r2259', 'r5530']",
LAS7,DPS1,90026,dim1,2021-05-11 11:29:56,2021-05-12 23:59:59,"['r80', 'r705', 'r4928']",
TUS2,DLA5,92507,dim1,2021-05-11 11:30:01,2021-05-12 23:59:59,"['r66', 'r2372', 'r2940']",
ONT6,DLA5,92408,dim1,2021-05-11 11:30:03,2021-05-12 23:59:59,"['r96', 'r1697', 'r3187']",
LGB3,DPS1,91722,dim1,2021-05-11 11:30:13,2021-05-12 23:59:59,"['r5', 'r14', 'r71', 'r932', 'r4747']",
SMF1,DPS1,91755,dim1,2021-05-11 11:30:21,2021-05-12 23:59:59,"['r2284', 'r5555']",
BFL1,DPS3,91367,dim1,2021-05-11 11:30:33,2021-05-12 23:59:59,"['r2', 'r15', 'r91', 'r455', 'r6398']",
ONT2,DLA5,92410,dim1,2021-05-11 11:30:35,2021-05-12 23:59:59,"['r87', 'r111', 'r1530', 'r3113', 'r3313']",
LGB7,DLA5,92410,dim1,2021-05-11 11:30:36,2021-05-12 23:59:59,"['r81', 'r105', 'r1194', 'r3063', 'r3263']",
PHX6,DPS1,91010,dim1,2021-05-11 11:30:38,2021-05-12 23:59:59,"['r1905', 'r4872']",
LGB3,DSD1,92007,dim1,2021-05-11 11:30:39,2021-05-12 23:59:59,"['r0', 'r13', 'r970', 'r7066']",
LGB7,DPS1,91024,dim1,2021-05-11 11:30:39,2021-05-12 23:59:59,"['r4', 'r9', 'r83', 'r1237', 'r5036', 'r5676']",
TUS2,DPS1,91780,dim1,2021-05-11 11:30:40,2021-05-12 23:59:59,"['r2456', 'r4679']",
PSP1,DSD1,92037,dim1,2021-05-11 11:30:41,2021-05-12 23:59:59,"['r94', 'r2154', 'r7314']",
LGB7,DSD2,92058,dim1,2021-05-11 11:30:42,2021-05-12 23:59:59,"['r7', 'r11', 'r107', 'r1342', 'r7774', 'r7870']",
PSP1,DPS3,91367,dim1,2021-05-11 11:30:46,2021-05-12 23:59:59,"['r2135', 'r6419']",
ONT6,DLA5,92553,dim1,2021-05-11 11:30:47,2021-05-12 23:59:59,"['r96', 'r1701', 'r3191']",
OAK4,DSD1,92122,dim1,2021-05-11 11:30:47,2021-05-12 23:59:59,"['r103', 'r1494', 'r7236', 'r7416']",
LAS7,DLA5,92223,dim1,2021-05-11 11:30:51,2021-05-12 23:59:59,"['r78', 'r675', 'r3023']",
SMF1,DLA5,92374,dim1,2021-05-11 11:31:03,2021-05-12 23:59:59,"['r99', 'r2195', 'r3206']",
LAS7,DPS3,91367,dim1,2021-05-11 11:31:04,2021-05-12 23:59:59,"['r79', 'r791', 'r6314']",
BFL1,DSD1,92037,dim1,2021-05-11 11:31:05,2021-05-12 23:59:59,"['r474', 'r7284']",
PSP1,DPS1,90042,dim1,2021-05-11 11:31:05,2021-05-12 23:59:59,"['r2058', 'r5337']",
ONT6,DLA5,92405,dim1,2021-05-11 11:31:07,2021-05-12 23:59:59,"['r96', 'r1695', 'r3185']",
FAT1,DSD1,92127,dim1,2021-05-11 11:31:07,2021-05-12 23:59:59,"['r658', 'r7480']",
LGB3,DSD1,92129,dim1,2021-05-11 11:31:09,2021-05-12 23:59:59,"['r0', 'r13', 'r996', 'r7092']",
PSP1,DPS1,91755,dim1,2021-05-11 11:31:10,2021-05-12 23:59:59,"['r2116', 'r5395']",
FAT1,DLA5,92557,dim1,2021-05-11 11:31:18,2021-05-12 23:59:59,"['r108', 'r527', 'r3293']",
FAT1,DLA5,92571,dim1,2021-05-11 11:31:18,2021-05-12 23:59:59,"['r108', 'r529', 'r3295']",
ONT2,DSD1,92129,dim1,2021-05-11 11:31:25,2021-05-12 23:59:59,"['r112', 'r1668', 'r7272', 'r7512']",
LAS7,DPS1,91101,dim1,2021-05-11 11:31:35,2021-05-12 23:59:59,"['r80', 'r735', 'r4958']",
PSP1,DSD1,92117,dim1,2021-05-11 11:31:35,2021-05-12 23:59:59,"['r94', 'r2163', 'r7323']",
LGB3,DPS3,91377,dim1,2021-05-11 11:31:49,2021-05-12 23:59:59,"['r8', 'r10', 'r70', 'r960', 'r6252']",
LGB7,DLA5,92404,dim1,2021-05-11 11:31:58,2021-05-12 23:59:59,"['r81', 'r105', 'r1190', 'r3059', 'r3259']",
LGB3,DLA5,92399,dim1,2021-05-11 11:32:05,2021-05-12 23:59:59,"['r3', 'r16', 'r69', 'r853', 'r2958']",
PHX6,DPS3,91301,dim1,2021-05-11 11:32:06,2021-05-12 23:59:59,"['r1958', 'r6284']",
LAS7,DSD1,92037,dim1,2021-05-11 11:32:18,2021-05-12 23:59:59,"['r810', 'r7164']",
TUS2,DLA5,92571,dim1,2021-05-11 11:32:20,2021-05-12 23:59:59,"['r66', 'r2377', 'r2945']",
PSP1,DPS1,90031,dim1,2021-05-11 11:32:22,2021-05-12 23:59:59,"['r2053', 'r5332']",
FAT1,DPS1,91106,dim1,2021-05-11 11:32:23,2021-05-12 23:59:59,"['r110', 'r571', 'r5762']",
FAT1,DPS3,91362,dim1,2021-05-11 11:32:30,2021-05-12 23:59:59,"['r109', 'r621', 'r6522']",
PSP1,DPS1,90039,dim1,2021-05-11 11:32:35,2021-05-12 23:59:59,"['r2056', 'r5335']",
LGB3,DPS1,91007,dim1,2021-05-11 11:32:37,2021-05-12 23:59:59,"['r5', 'r14', 'r71', 'r895', 'r4710']",
FAT1,DPS1,90027,dim1,2021-05-11 11:32:38,2021-05-12 23:59:59,"['r110', 'r538', 'r5729']",
ONT2,DPS1,90028,dim1,2021-05-11 11:32:45,2021-05-12 23:59:59,"['r89', 'r1547', 'r5170', 'r5810']",
ONT2,DPS1,91205,dim1,2021-05-11 11:32:47,2021-05-12 23:59:59,"['r89', 'r1586', 'r5209', 'r5849']",
BFL1,DLA5,92405,dim1,2021-05-11 11:32:50,2021-05-12 23:59:59,"['r90', 'r351', 'r3135']",
PSP1,DPS1,90039,dim1,2021-05-11 11:33:00,2021-05-12 23:59:59,"['r2056', 'r5335']",
ONT2,DSD2,92010,dim1,2021-05-11 11:33:01,2021-05-12 23:59:59,"['r113', 'r1672', 'r7792', 'r7888']",
PHX6,DPS1,90017,dim1,2021-05-11 11:33:05,2021-05-12 23:59:59,"['r1879', 'r4846']",
LGB7,DLA5,92373,dim1,2021-05-11 11:33:13,2021-05-12 23:59:59,"['r81', 'r105', 'r1186', 'r3055', 'r3255']",
TUS2,DPS1,91107,dim1,2021-05-11 11:33:15,2021-05-12 23:59:59,"['r2420', 'r4643']",
FAT1,DLA5,92374,dim1,2021-05-11 11:33:18,2021-05-12 23:59:59,"['r108', 'r515', 'r3281']",
LGB7,DLA5,92553,dim1,2021-05-11 11:33:20,2021-05-12 23:59:59,"['r81', 'r105', 'r1197', 'r3066', 'r3266']",
TUS2,DLA5,92399,dim1,2021-05-11 11:33:22,2021-05-12 23:59:59,"['r66', 'r2365', 'r2933']",
ONT6,DSD1,92129,dim1,2021-05-11 11:33:28,2021-05-12 23:59:59,"['r6', 'r12', 'r97', 'r1836', 'r7362']",
LGB3,DPS1,90063,dim1,2021-05-11 11:33:33,2021-05-12 23:59:59,"['r5', 'r14', 'r71', 'r884', 'r4699']",
LGB3,DPS1,91016,dim1,2021-05-11 11:33:34,2021-05-12 23:59:59,"['r5', 'r14', 'r71', 'r899', 'r4714']",
ONT6,DPS1,91016,dim1,2021-05-11 11:33:36,2021-05-12 23:59:59,"['r1739', 'r5434']",
LGB7,DLA5,92346,dim1,2021-05-11 11:33:43,2021-05-12 23:59:59,"['r81', 'r105', 'r1183', 'r3052', 'r3252']",
PSP1,DPS1,91104,dim1,2021-05-11 11:33:47,2021-05-12 23:59:59,"['r2081', 'r5360']",
BFL1,DPS1,90026,dim1,2021-05-11 11:34:03,2021-05-12 23:59:59,"['r92', 'r369', 'r5248']",
PSP1,DSD1,92111,dim1,2021-05-11 11:34:03,2021-05-12 23:59:59,"['r94', 'r2162', 'r7322']",
FAT1,DLA5,92555,dim1,2021-05-11 11:34:06,2021-05-12 23:59:59,"['r108', 'r526', 'r3292']",
LAS7,DPS1,90601,dim1,2021-05-11 11:34:06,2021-05-12 23:59:59,"['r80', 'r719', 'r4942']",
LGB7,DLA5,92373,dim1,2021-05-11 11:34:09,2021-05-12 23:59:59,"['r81', 'r105', 'r1186', 'r3055', 'r3255']",
LAS7,DSD1,92029,dim1,2021-05-11 11:34:10,2021-05-12 23:59:59,"['r809', 'r7163']",
BFL1,DSD1,92123,dim1,2021-05-11 11:34:12,2021-05-12 23:59:59,"['r487', 'r7297']",
OAK4,DPS3,91320,dim1,2021-05-11 11:34:15,2021-05-12 23:59:59,"['r85', 'r1457', 'r6350', 'r6476']",
LGB3,DPS1,91001,dim1,2021-05-11 11:34:20,2021-05-12 23:59:59,"['r5', 'r14', 'r71', 'r893', 'r4708']",
FAT1,DPS1,90022,dim1,2021-05-11 11:34:20,2021-05-12 23:59:59,"['r110', 'r536', 'r5727']",
LAS7,DLA5,92407,dim1,2021-05-11 11:34:22,2021-05-12 23:59:59,"['r78', 'r688', 'r3036']",
LGB3,DPS1,91706,dim1,2021-05-11 11:34:31,2021-05-12 23:59:59,"['r5', 'r14', 'r71', 'r931', 'r4746']",
LGB3,DPS1,91723,dim1,2021-05-11 11:34:33,2021-05-12 23:59:59,"['r5', 'r14', 'r71', 'r933', 'r4748']",
LGB7,DSD1,92122,dim1,2021-05-11 11:34:35,2021-05-12 23:59:59,"['r1', 'r17', 'r106', 'r1326', 'r7206', 'r7446']",
FAT1,DLA5,92557,dim1,2021-05-11 11:34:42,2021-05-12 23:59:59,"['r108', 'r527', 'r3293']",
LAS7,DPS1,91006,dim1,2021-05-11 11:34:44,2021-05-12 23:59:59,"['r80', 'r726', 'r4949']",
LGB6,DPS1,90022,dim1,2021-05-11 11:34:46,2021-05-12 23:59:59,"['r74', 'r1040', 'r4767']",
BFL1,DLA5,92404,dim1,2021-05-11 11:34:48,2021-05-12 23:59:59,"['r90', 'r350', 'r3134']",
PHX6,DLA5,92555,dim1,2021-05-11 11:34:50,2021-05-12 23:59:59,"['r75', 'r1870', 'r3017']",
OAK4,DPS1,91030,dim1,2021-05-11 11:34:53,2021-05-12 23:59:59,"['r86', 'r1406', 'r5117', 'r5597']",
LGB3,DPS1,91741,dim1,2021-05-11 11:34:53,2021-05-12 23:59:59,"['r5', 'r14', 'r71', 'r937', 'r4752']",
TUS2,DSD2,92069,dim1,2021-05-11 11:35:12,2021-05-12 23:59:59,"['r68', 'r2519', 'r7715']",
LGB3,DSD2,92054,dim1,2021-05-11 11:35:15,2021-05-12 23:59:59,"['r1003', 'r7723']",
TUS2,DPS1,90031,dim1,2021-05-11 11:35:15,2021-05-12 23:59:59,"['r2389', 'r4612']",
PHX6,DPS1,91204,dim1,2021-05-11 11:35:20,2021-05-12 23:59:59,"['r1921', 'r4888']",
FAT1,DPS1,91006,dim1,2021-05-11 11:35:23,2021-05-12 23:59:59,"['r110', 'r558', 'r5749']",
LGB7,DSD1,92127,dim1,2021-05-11 11:35:24,2021-05-12 23:59:59,"['r1', 'r17', 'r106', 'r1330', 'r7210', 'r7450']",
LAS7,DLA5,92373,dim1,2021-05-11 11:35:25,2021-05-12 23:59:59,"['r78', 'r682', 'r3030']",
SMF1,DLA5,92223,dim1,2021-05-11 11:35:26,2021-05-12 23:59:59,"['r99', 'r2187', 'r3198']",
PSP1,DSD1,92122,dim1,2021-05-11 11:35:26,2021-05-12 23:59:59,"['r94', 'r2166', 'r7326']",
FAT1,DSD1,92111,dim1,2021-05-11 11:35:32,2021-05-12 23:59:59,"['r650', 'r7472']",
PSP1,DPS1,91776,dim1,2021-05-11 11:35:33,2021-05-12 23:59:59,"['r2119', 'r5398']",
FAT1,DSD1,92037,dim1,2021-05-11 11:35:34,2021-05-12 23:59:59,"['r642', 'r7464']",
LAS7,DLA5,92407,dim1,2021-05-11 11:35:35,2021-05-12 23:59:59,"['r78', 'r688', 'r3036']",
PSP1,DPS1,91723,dim1,2021-05-11 11:35:36,2021-05-12 23:59:59,"['r2109', 'r5388']",
FAT1,DPS1,91741,dim1,2021-05-11 11:35:41,2021-05-12 23:59:59,"['r110', 'r601', 'r5792']",
ONT6,DPS1,90041,dim1,2021-05-11 11:35:41,2021-05-12 23:59:59,"['r1721', 'r5416']",
PHX6,DPS1,90029,dim1,2021-05-11 11:35:51,2021-05-12 23:59:59,"['r1884', 'r4851']",
FAT1,DSD1,92130,dim1,2021-05-11 11:35:52,2021-05-12 23:59:59,"['r661', 'r7483']",
TUS2,DLA5,92399,dim1,2021-05-11 11:35:53,2021-05-12 23:59:59,"['r66', 'r2365', 'r2933']",
LAS7,DPS1,90063,dim1,2021-05-11 11:35:57,2021-05-12 23:59:59,"['r80', 'r716', 'r4939']",
LGB7,DLA5,92399,dim1,2021-05-11 11:36:03,2021-05-12 23:59:59,"['r81', 'r105', 'r1189', 'r3058', 'r3258']",
LGB3,DSD2,92056,dim1,2021-05-11 11:36:07,2021-05-12 23:59:59,"['r1004', 'r7724']",
FAT1,DLA5,92313,dim1,2021-05-11 11:36:11,2021-05-12 23:59:59,"['r108', 'r508', 'r3274']",
FAT1,DPS1,91733,dim1,2021-05-11 11:36:12,2021-05-12 23:59:59,"['r110', 'r600', 'r5791']",
SMF1,DLA5,92346,dim1,2021-05-11 11:36:15,2021-05-12 23:59:59,"['r99', 'r2191', 'r3202']",
LAS7,DLA5,92324,dim1,2021-05-11 11:36:15,2021-05-12 23:59:59,"['r78', 'r678', 'r3026']",
LAS7,DPS3,91362,dim1,2021-05-11 11:36:21,2021-05-12 23:59:59,"['r79', 'r789', 'r6312']",
LGB7,DSD1,92009,dim1,2021-05-11 11:36:21,2021-05-12 23:59:59,"['r1', 'r17', 'r106', 'r1307', 'r7187', 'r7427']",
LGB7,DPS1,91801,dim1,2021-05-11 11:36:23,2021-05-12 23:59:59,"['r4', 'r9', 'r83', 'r1282', 'r5081', 'r5721']",
BFL1,DPS1,91770,dim1,2021-05-11 11:36:28,2021-05-12 23:59:59,"['r92', 'r437', 'r5316']",
TUS2,DPS1,91702,dim1,2021-05-11 11:36:31,2021-05-12 23:59:59,"['r2442', 'r4665']",
OAK4,DSD1,92128,dim1,2021-05-11 11:36:35,2021-05-12 23:59:59,"['r103', 'r1499', 'r7241', 'r7421']",
LGB7,DSD1,92129,dim1,2021-05-11 11:36:39,2021-05-12 23:59:59,"['r1', 'r17', 'r106', 'r1332', 'r7212', 'r7452']",
LAS7,DPS3,90265,dim1,2021-05-11 11:36:43,2021-05-12 23:59:59,"['r79', 'r780', 'r6303']",
TUS2,DPS1,91006,dim1,2021-05-11 11:36:45,2021-05-12 23:59:59,"['r2406', 'r4629']",
SMF1,DSD1,92037,dim1,2021-05-11 11:36:48,2021-05-12 23:59:59,"['r100', 'r2322', 'r7374']",
PSP1,DSD2,92010,dim1,2021-05-11 11:36:54,2021-05-12 23:59:59,"['r95', 'r2176', 'r7816']",
LGB7,DLA5,92507,dim1,2021-05-11 11:36:54,2021-05-12 23:59:59,"['r81', 'r105', 'r1196', 'r3065', 'r3265']",
LGB3,DLA5,92407,dim1,2021-05-11 11:37:01,2021-05-12 23:59:59,"['r3', 'r16', 'r69', 'r856', 'r2961']",
LGB7,DLA5,92346,dim1,2021-05-11 11:37:04,2021-05-12 23:59:59,"['r81', 'r105', 'r1183', 'r3052', 'r3252']",
ONT2,DPS1,90027,dim1,2021-05-11 11:37:04,2021-05-12 23:59:59,"['r89', 'r1546', 'r5169', 'r5809']",
PSP1,DPS1,91205,dim1,2021-05-11 11:37:05,2021-05-12 23:59:59,"['r2090', 'r5369']",
LGB3,DPS1,91702,dim1,2021-05-11 11:37:06,2021-05-12 23:59:59,"['r5', 'r14', 'r71', 'r930', 'r4745']",
ONT2,DPS1,90601,dim1,2021-05-11 11:37:13,2021-05-12 23:59:59,"['r89', 'r1559', 'r5182', 'r5822']",
TUS2,DLA5,92411,dim1,2021-05-11 11:37:14,2021-05-12 23:59:59,"['r66', 'r2371', 'r2939']",
ONT2,DSD1,92126,dim1,2021-05-11 11:37:15,2021-05-12 23:59:59,"['r112', 'r1665', 'r7269', 'r7509']",
ONT6,DPS1,90014,dim1,2021-05-11 11:37:17,2021-05-12 23:59:59,"['r1710', 'r5405']",
TUS2,DLA5,92320,dim1,2021-05-11 11:37:21,2021-05-12 23:59:59,"['r66', 'r2357', 'r2925']",
LAS7,DSD2,92069,dim1,2021-05-11 11:37:21,2021-05-12 23:59:59,"['r839', 'r7763']",
LGB3,DPS3,91320,dim1,2021-05-11 11:37:26,2021-05-12 23:59:59,"['r8', 'r10', 'r70', 'r953', 'r6245']",
LAS7,DLA5,92555,dim1,2021-05-11 11:37:27,2021-05-12 23:59:59,"['r78', 'r694', 'r3042']",
FAT1,DPS1,90031,dim1,2021-05-11 11:37:30,2021-05-12 23:59:59,"['r110', 'r541', 'r5732']",
LGB3,DPS1,91770,dim1,2021-05-11 11:37:32,2021-05-12 23:59:59,"['r5', 'r14', 'r71', 'r941', 'r4756']",
LAS7,DPS1,91754,dim1,2021-05-11 11:37:34,2021-05-12 23:59:59,"['r80', 'r771', 'r4994']",
BFL1,DSD1,92124,dim1,2021-05-11 11:37:36,2021-05-12 23:59:59,"['r488', 'r7298']",
TUS2,DLA5,92571,dim1,2021-05-11 11:37:37,2021-05-12 23:59:59,"['r66', 'r2377', 'r2945']",
PHX6,DLA5,92320,dim1,2021-05-11 11:37:41,2021-05-12 23:59:59,"['r75', 'r1853', 'r3000']",
LGB3,DPS3,91361,dim1,2021-05-11 11:37:42,2021-05-12 23:59:59,"['r8', 'r10', 'r70', 'r956', 'r6248']",
LAS7,DLA5,92324,dim1,2021-05-11 11:37:42,2021-05-12 23:59:59,"['r78', 'r678', 'r3026']",
TUS2,DLA5,92553,dim1,2021-05-11 11:37:45,2021-05-12 23:59:59,"['r66', 'r2373', 'r2941']",
TUS2,DLA5,92399,dim1,2021-05-11 11:37:46,2021-05-12 23:59:59,"['r66', 'r2365', 'r2933']",
FAT1,DLA5,92373,dim1,2021-05-11 11:37:53,2021-05-12 23:59:59,"['r108', 'r514', 'r3280']",
LGB3,DPS1,91202,dim1,2021-05-11 11:37:54,2021-05-12 23:59:59,"['r5', 'r14', 'r71', 'r911', 'r4726']",
LGB3,DSD1,92127,dim1,2021-05-11 11:37:57,2021-05-12 23:59:59,"['r0', 'r13', 'r994', 'r7090']",
BFL1,DPS1,90022,dim1,2021-05-11 11:37:58,2021-05-12 23:59:59,"['r92', 'r368', 'r5247']",
ONT2,DSD1,92111,dim1,2021-05-11 11:38:05,2021-05-12 23:59:59,"['r112', 'r1658', 'r7262', 'r7502']",
SMF1,DPS3,91320,dim1,2021-05-11 11:38:06,2021-05-12 23:59:59,"['r2297', 'r6455']",
ONT6,DPS3,90290,dim1,2021-05-11 11:38:10,2021-05-12 23:59:59,"['r1789', 'r6430']",
ONT6,DPS3,91301,dim1,2021-05-11 11:38:12,2021-05-12 23:59:59,"['r1790', 'r6431']",
OAK4,DPS1,91006,dim1,2021-05-11 11:38:31,2021-05-12 23:59:59,"['r86', 'r1398', 'r5109', 'r5589']",
PSP1,DPS1,90027,dim1,2021-05-11 11:38:48,2021-05-12 23:59:59,"['r2050', 'r5329']",
BFL1,DPS1,91722,dim1,2021-05-11 11:38:51,2021-05-12 23:59:59,"['r92', 'r428', 'r5307']",
TUS2,DLA5,92507,dim1,2021-05-11 11:38:52,2021-05-12 23:59:59,"['r66', 'r2372', 'r2940']",
LGB7,DLA5,92399,dim1,2021-05-11 11:38:53,2021-05-12 23:59:59,"['r81', 'r105', 'r1189', 'r3058', 'r3258']",
LAS7,DSD1,92122,dim1,2021-05-11 11:38:54,2021-05-12 23:59:59,"['r822', 'r7176']",
LGB3,DPS1,90041,dim1,2021-05-11 11:38:54,2021-05-12 23:59:59,"['r5', 'r14', 'r71', 'r881', 'r4696']",
LGB7,DPS1,91702,dim1,2021-05-11 11:38:57,2021-05-12 23:59:59,"['r4', 'r9', 'r83', 'r1266', 'r5065', 'r5705']",
LGB3,DSD1,92117,dim1,2021-05-11 11:38:59,2021-05-12 23:59:59,"['r0', 'r13', 'r987', 'r7083']",
OAK4,DSD2,92058,dim1,2021-05-11 11:39:00,2021-05-12 23:59:59,"['r104', 'r1510', 'r7786', 'r7858']",
ONT6,DPS1,91206,dim1,2021-05-11 11:39:03,2021-05-12 23:59:59,"['r1755', 'r5450']",
LAS7,DPS1,91101,dim1,2021-05-11 11:39:06,2021-05-12 23:59:59,"['r80', 'r735', 'r4958']",
LGB3,DPS1,91105,dim1,2021-05-11 11:39:10,2021-05-12 23:59:59,"['r5', 'r14', 'r71', 'r906', 'r4721']",
BFL1,DPS1,91803,dim1,2021-05-11 11:39:25,2021-05-12 23:59:59,"['r92', 'r443', 'r5322']",
PSP1,DSD1,92111,dim1,2021-05-11 11:39:27,2021-05-12 23:59:59,"['r94', 'r2162', 'r7322']",
