fc,ds,zipcode,dimension,arrival,promise,feasible_routes,assigned_route,resource_caps_of_assigned_route,route_cost_map,type,base_cost
LGB7,DPS1,90017,dim1,2021-05-11 20:32:20,2021-05-12 23:59:59,['r9' 'r83' 'r1207' 'r5006' 'r5646'],r83,"{'j57': 1307, 'j82': 84, 'j75': 939, 'j72': 815}","{'r9': 2.19, 'r83': 2.19, 'r1207': 2.5, 'r5006': 3.77, 'r5646': 2.25}",amzl_indirect,1.0
LGB7,DPS1,90026,dim1,2021-05-11 20:32:24,2021-05-12 23:59:59,['r9' 'r83' 'r1209' 'r5008' 'r5648'],r83,"{'j57': 1306, 'j82': 83, 'j75': 938, 'j72': 814}","{'r9': 2.19, 'r83': 2.19, 'r1209': 2.5, 'r5008': 3.77, 'r5648': 2.26}",amzl_indirect,1.0
LGB3,DPS1,91107,dim1,2021-05-11 20:33:01,2021-05-12 23:59:59,['r14' 'r71' 'r908' 'r4723'],r71,"{'j57': 1305, 'j70': 484, 'j75': 937, 'j72': 813}","{'r14': 1.01, 'r71': 1.01, 'r908': 2.33, 'r4723': 2.49}",amzl_indirect,1.0
LGB7,DSD1,92014,dim1,2021-05-11 20:33:05,2021-05-12 23:59:59,['r17' 'r106' 'r1308' 'r7188' 'r7428'],r106,"{'j59': 757, 'j93': 111, 'j104': 1508, 'j102': 517}","{'r17': 1.06, 'r106': 1.06, 'r1308': 2.81, 'r7188': 3.96, 'r7428': 2.84}",amzl_indirect,1.0
LGB7,DSD1,92123,dim1,2021-05-11 20:33:24,2021-05-12 23:59:59,['r17' 'r106' 'r1327' 'r7207' 'r7447'],r106,"{'j59': 756, 'j93': 110, 'j104': 1507, 'j102': 516}","{'r17': 1.06, 'r106': 1.06, 'r1327': 2.93, 'r7207': 4.07, 'r7447': 2.97}",amzl_indirect,1.0
LGB3,DLA5,92410,dim1,2021-05-11 20:34:00,2021-05-12 23:59:59,['r16' 'r69' 'r858' 'r2963'],r2963,"{'j74': 11424, 'j70': 483, 'j75': 936}","{'r16': 2.19, 'r69': 2.19, 'r858': 2.16, 'r2963': 2.04}",ddu,2.03
ONT6,DSD1,92126,dim1,2021-05-11 20:34:06,2021-05-12 23:59:59,['r12' 'r97' 'r1833' 'r7359'],r97,"{'j59': 755, 'j96': 72, 'j104': 1506, 'j102': 515}","{'r12': 1.37, 'r97': 1.37, 'r1833': 2.67, 'r7359': 3.21}",amzl_indirect,1.0
BFL1,DPS3,91367,dim1,2021-05-11 20:34:55,2021-05-12 23:59:59,['r15' 'r91' 'r455' 'r6398'],r91,"{'j58': 272, 'j55': 137, 'j75': 935, 'j73': 168}","{'r15': 2.3, 'r91': 2.3, 'r455': 2.96, 'r6398': 4.08}",amzl_indirect,1.0
LGB3,DPS1,91108,dim1,2021-05-11 20:35:00,2021-05-12 23:59:59,['r14' 'r71' 'r909' 'r4724'],r71,"{'j57': 1304, 'j70': 482, 'j75': 934, 'j72': 812}","{'r14': 1.01, 'r71': 1.01, 'r909': 2.33, 'r4724': 2.5}",amzl_indirect,1.0
ONT6,DSD1,92126,dim1,2021-05-11 20:35:06,2021-05-12 23:59:59,['r12' 'r97' 'r1833' 'r7359'],r97,"{'j59': 754, 'j96': 71, 'j104': 1505, 'j102': 514}","{'r12': 1.37, 'r97': 1.37, 'r1833': 2.67, 'r7359': 3.21}",amzl_indirect,1.0
LGB7,DPS1,91001,dim1,2021-05-11 20:35:16,2021-05-12 23:59:59,['r9' 'r83' 'r1229' 'r5028' 'r5668'],r83,"{'j57': 1303, 'j82': 82, 'j75': 933, 'j72': 811}","{'r9': 2.19, 'r83': 2.19, 'r1229': 2.43, 'r5028': 3.7, 'r5668': 2.27}",amzl_indirect,1.0
LGB7,DPS1,91001,dim1,2021-05-11 20:36:37,2021-05-12 23:59:59,['r9' 'r83' 'r1229' 'r5028' 'r5668'],r83,"{'j57': 1302, 'j82': 81, 'j75': 932, 'j72': 810}","{'r9': 2.19, 'r83': 2.19, 'r1229': 2.43, 'r5028': 3.7, 'r5668': 2.27}",amzl_indirect,1.0
LGB3,DLA5,92557,dim1,2021-05-11 20:36:45,2021-05-12 23:59:59,['r16' 'r69' 'r863' 'r2968'],r2968,"{'j74': 11423, 'j70': 481, 'j75': 931}","{'r16': 2.19, 'r69': 2.19, 'r863': 2.18, 'r2968': 2.09}",ddu,2.08
LGB3,DPS3,90290,dim1,2021-05-11 20:37:32,2021-05-12 23:59:59,['r10' 'r70' 'r949' 'r6241'],r70,"{'j58': 271, 'j70': 480, 'j75': 930, 'j73': 167}","{'r10': 1.01, 'r70': 1.01, 'r949': 2.6, 'r6241': 2.78}",amzl_indirect,1.0
LGB7,DPS1,90065,dim1,2021-05-11 20:37:39,2021-05-12 23:59:59,['r9' 'r83' 'r1221' 'r5020' 'r5660'],r83,"{'j57': 1301, 'j82': 80, 'j75': 929, 'j72': 809}","{'r9': 2.19, 'r83': 2.19, 'r1221': 2.48, 'r5020': 3.74, 'r5660': 2.26}",amzl_indirect,1.0
LGB7,DPS1,91706,dim1,2021-05-11 20:38:13,2021-05-12 23:59:59,['r9' 'r83' 'r1267' 'r5066' 'r5706'],r5706,"{'j105': 10709, 'j93': 109, 'j104': 1504}","{'r9': 2.19, 'r83': 2.19, 'r1267': 2.33, 'r5066': 3.6, 'r5706': 2.17}",ddu,2.11
LGB3,DPS1,91016,dim1,2021-05-11 20:38:42,2021-05-12 23:59:59,['r14' 'r71' 'r899' 'r4714'],r71,"{'j57': 1300, 'j70': 479, 'j75': 928, 'j72': 808}","{'r14': 1.01, 'r71': 1.01, 'r899': 2.28, 'r4714': 2.44}",amzl_indirect,1.0
LGB3,DSD1,92117,dim1,2021-05-11 20:38:48,2021-05-12 23:59:59,['r13' 'r987' 'r7083'],r987,{},"{'r13': 2.88, 'r987': 2.84, 'r7083': 2.88}",3p,2.84
LGB3,DPS1,91731,dim1,2021-05-11 20:39:50,2021-05-12 23:59:59,['r14' 'r71' 'r934' 'r4749'],r71,"{'j57': 1299, 'j70': 478, 'j75': 927, 'j72': 807}","{'r14': 1.01, 'r71': 1.01, 'r934': 2.29, 'r4749': 2.46}",amzl_indirect,1.0
LGB3,DSD1,92120,dim1,2021-05-11 20:40:05,2021-05-12 23:59:59,['r13' 'r988' 'r7084'],r988,{},"{'r13': 2.88, 'r988': 2.88, 'r7084': 2.91}",3p,2.88
LGB3,DSD1,92129,dim1,2021-05-11 20:40:10,2021-05-12 23:59:59,['r13' 'r996' 'r7092'],r996,{},"{'r13': 2.88, 'r996': 2.76, 'r7092': 2.79}",3p,2.76
LGB3,DLA5,92583,dim1,2021-05-11 20:40:25,2021-05-12 23:59:59,['r16' 'r69' 'r867' 'r2972'],r69,"{'j56': 1138, 'j70': 477, 'j75': 926, 'j101': 45}","{'r16': 2.19, 'r69': 2.19, 'r867': 2.37, 'r2972': 2.28}",amzl_indirect,1.0
BFL1,DPS3,91362,dim1,2021-05-11 20:41:37,2021-05-12 23:59:59,['r15' 'r91' 'r453' 'r6396'],r91,"{'j58': 270, 'j55': 136, 'j75': 925, 'j73': 166}","{'r15': 2.3, 'r91': 2.3, 'r453': 2.93, 'r6396': 4.21}",amzl_indirect,1.0
LGB7,DPS1,91206,dim1,2021-05-11 20:41:57,2021-05-12 23:59:59,['r9' 'r83' 'r1251' 'r5050' 'r5690'],r83,"{'j57': 1298, 'j82': 79, 'j75': 924, 'j72': 806}","{'r9': 2.19, 'r83': 2.19, 'r1251': 2.48, 'r5050': 3.75, 'r5690': 2.28}",amzl_indirect,1.0
LGB7,DSD1,92111,dim1,2021-05-11 20:42:53,2021-05-12 23:59:59,['r17' 'r106' 'r1322' 'r7202' 'r7442'],r106,"{'j59': 753, 'j93': 108, 'j104': 1503, 'j102': 513}","{'r17': 1.06, 'r106': 1.06, 'r1322': 2.93, 'r7202': 4.07, 'r7442': 2.96}",amzl_indirect,1.0
LGB3,DSD1,92126,dim1,2021-05-11 20:43:35,2021-05-12 23:59:59,['r13' 'r993' 'r7089'],r993,{},"{'r13': 2.88, 'r993': 2.79, 'r7089': 2.82}",3p,2.79
LGB7,DPS1,90601,dim1,2021-05-11 20:43:36,2021-05-12 23:59:59,['r9' 'r83' 'r1223' 'r5022' 'r5662'],r5662,"{'j105': 10708, 'j93': 107, 'j104': 1502}","{'r9': 2.19, 'r83': 2.19, 'r1223': 2.38, 'r5022': 3.64, 'r5662': 2.13}",ddu,2.07
LGB7,DSD1,92037,dim1,2021-05-11 20:43:45,2021-05-12 23:59:59,['r17' 'r106' 'r1314' 'r7194' 'r7434'],r106,"{'j59': 752, 'j93': 106, 'j104': 1501, 'j102': 512}","{'r17': 1.06, 'r106': 1.06, 'r1314': 2.9, 'r7194': 4.05, 'r7434': 2.91}",amzl_indirect,1.0
LGB7,DSD1,92126,dim1,2021-05-11 20:43:46,2021-05-12 23:59:59,['r17' 'r106' 'r1329' 'r7209' 'r7449'],r106,"{'j59': 751, 'j93': 105, 'j104': 1500, 'j102': 511}","{'r17': 1.06, 'r106': 1.06, 'r1329': 2.85, 'r7209': 4.0, 'r7449': 2.9}",amzl_indirect,1.0
LGB3,DPS1,90017,dim1,2021-05-11 20:44:00,2021-05-12 23:59:59,['r14' 'r71' 'r871' 'r4686'],r71,"{'j57': 1297, 'j70': 476, 'j75': 923, 'j72': 805}","{'r14': 1.01, 'r71': 1.01, 'r871': 2.41, 'r4686': 2.59}",amzl_indirect,1.0
LGB7,DPS1,91706,dim1,2021-05-11 20:45:19,2021-05-12 23:59:59,['r9' 'r83' 'r1267' 'r5066' 'r5706'],r5706,"{'j105': 10707, 'j93': 104, 'j104': 1499}","{'r9': 2.19, 'r83': 2.19, 'r1267': 2.33, 'r5066': 3.6, 'r5706': 2.17}",ddu,2.11
LGB3,DPS1,91206,dim1,2021-05-11 20:46:33,2021-05-12 23:59:59,['r14' 'r71' 'r915' 'r4730'],r71,"{'j57': 1296, 'j70': 475, 'j75': 922, 'j72': 804}","{'r14': 1.01, 'r71': 1.01, 'r915': 2.4, 'r4730': 2.57}",amzl_indirect,1.0
LGB3,DPS1,90041,dim1,2021-05-11 20:47:04,2021-05-12 23:59:59,['r14' 'r71' 'r881' 'r4696'],r71,"{'j57': 1295, 'j70': 474, 'j75': 921, 'j72': 803}","{'r14': 1.01, 'r71': 1.01, 'r881': 2.39, 'r4696': 2.55}",amzl_indirect,1.0
LGB3,DLA5,92223,dim1,2021-05-11 20:47:09,2021-05-12 23:59:59,['r16' 'r69' 'r843' 'r2948'],r69,"{'j56': 1137, 'j70': 473, 'j75': 920, 'j101': 44}","{'r16': 2.19, 'r69': 2.19, 'r843': 2.33, 'r2948': 2.2}",amzl_indirect,1.0
LGB7,DSD1,92130,dim1,2021-05-11 20:47:59,2021-05-12 23:59:59,['r17' 'r106' 'r1333' 'r7213' 'r7453'],r106,"{'j59': 750, 'j93': 103, 'j104': 1498, 'j102': 510}","{'r17': 1.06, 'r106': 1.06, 'r1333': 2.83, 'r7213': 3.97, 'r7453': 2.86}",amzl_indirect,1.0
LGB3,DSD1,92117,dim1,2021-05-11 20:48:02,2021-05-12 23:59:59,['r13' 'r987' 'r7083'],r987,{},"{'r13': 2.88, 'r987': 2.84, 'r7083': 2.88}",3p,2.84
BFL1,DPS3,91367,dim1,2021-05-11 20:48:20,2021-05-12 23:59:59,['r15' 'r91' 'r455' 'r6398'],r91,"{'j58': 269, 'j55': 135, 'j75': 919, 'j73': 165}","{'r15': 2.3, 'r91': 2.3, 'r455': 2.96, 'r6398': 4.08}",amzl_indirect,1.0
LGB7,DPS1,91722,dim1,2021-05-11 20:48:40,2021-05-12 23:59:59,['r9' 'r83' 'r1268' 'r5067' 'r5707'],r5707,"{'j105': 10706, 'j93': 102, 'j104': 1497}","{'r9': 2.19, 'r83': 2.19, 'r1268': 2.3, 'r5067': 3.56, 'r5707': 2.18}",ddu,2.12
BFL1,DPS3,91367,dim1,2021-05-11 20:49:38,2021-05-12 23:59:59,['r15' 'r91' 'r455' 'r6398'],r91,"{'j58': 268, 'j55': 134, 'j75': 918, 'j73': 164}","{'r15': 2.3, 'r91': 2.3, 'r455': 2.96, 'r6398': 4.08}",amzl_indirect,1.0
LGB3,DSD1,92117,dim1,2021-05-11 20:50:06,2021-05-12 23:59:59,['r13' 'r987' 'r7083'],r987,{},"{'r13': 2.88, 'r987': 2.84, 'r7083': 2.88}",3p,2.84
LGB3,DPS1,91803,dim1,2021-05-11 20:50:10,2021-05-12 23:59:59,['r14' 'r71' 'r947' 'r4762'],r71,"{'j57': 1294, 'j70': 472, 'j75': 917, 'j72': 802}","{'r14': 1.01, 'r71': 1.01, 'r947': 2.35, 'r4762': 2.52}",amzl_indirect,1.0
LGB7,DPS1,91732,dim1,2021-05-11 20:50:47,2021-05-12 23:59:59,['r9' 'r83' 'r1271' 'r5070' 'r5710'],r5710,"{'j105': 10705, 'j93': 101, 'j104': 1496}","{'r9': 2.19, 'r83': 2.19, 'r1271': 2.36, 'r5070': 3.62, 'r5710': 2.17}",ddu,2.11
LGB3,DPS1,91106,dim1,2021-05-11 20:51:46,2021-05-12 23:59:59,['r14' 'r71' 'r907' 'r4722'],r71,"{'j57': 1293, 'j70': 471, 'j75': 916, 'j72': 801}","{'r14': 1.01, 'r71': 1.01, 'r907': 2.34, 'r4722': 2.51}",amzl_indirect,1.0
LGB3,DPS1,91010,dim1,2021-05-11 20:53:29,2021-05-12 23:59:59,['r14' 'r71' 'r897' 'r4712'],r71,"{'j57': 1292, 'j70': 470, 'j75': 915, 'j72': 800}","{'r14': 1.01, 'r71': 1.01, 'r897': 2.26, 'r4712': 2.42}",amzl_indirect,1.0
BFL1,DPS3,91361,dim1,2021-05-11 20:53:35,2021-05-12 23:59:59,['r15' 'r91' 'r452' 'r6395'],r91,"{'j58': 267, 'j55': 133, 'j75': 914, 'j73': 163}","{'r15': 2.3, 'r91': 2.3, 'r452': 2.97, 'r6395': 4.21}",amzl_indirect,1.0
LGB3,DSD1,92124,dim1,2021-05-11 20:53:47,2021-05-12 23:59:59,['r13' 'r992' 'r7088'],r992,{},"{'r13': 2.88, 'r992': 2.85, 'r7088': 2.88}",3p,2.85
LGB3,DSD1,92127,dim1,2021-05-11 20:54:02,2021-05-12 23:59:59,['r13' 'r994' 'r7090'],r994,{},"{'r13': 2.88, 'r994': 2.72, 'r7090': 2.75}",3p,2.72
LGB3,DPS1,91790,dim1,2021-05-11 20:54:49,2021-05-12 23:59:59,['r14' 'r71' 'r945' 'r4760'],r71,"{'j57': 1291, 'j70': 469, 'j75': 913, 'j72': 799}","{'r14': 1.01, 'r71': 1.01, 'r945': 2.23, 'r4760': 2.4}",amzl_indirect,1.0
LGB7,DSD1,92121,dim1,2021-05-11 20:55:31,2021-05-12 23:59:59,['r17' 'r106' 'r1325' 'r7205' 'r7445'],r106,"{'j59': 749, 'j93': 100, 'j104': 1495, 'j102': 509}","{'r17': 1.06, 'r106': 1.06, 'r1325': 2.86, 'r7205': 4.01, 'r7445': 2.89}",amzl_indirect,1.0
LGB3,DPS1,91024,dim1,2021-05-11 20:56:09,2021-05-12 23:59:59,['r14' 'r71' 'r901' 'r4716'],r71,"{'j57': 1290, 'j70': 468, 'j75': 912, 'j72': 798}","{'r14': 1.01, 'r71': 1.01, 'r901': 2.31, 'r4716': 2.47}",amzl_indirect,1.0
LGB3,DPS1,90026,dim1,2021-05-11 20:56:34,2021-05-12 23:59:59,['r14' 'r71' 'r873' 'r4688'],r71,"{'j57': 1289, 'j70': 467, 'j75': 911, 'j72': 797}","{'r14': 1.01, 'r71': 1.01, 'r873': 2.41, 'r4688': 2.59}",amzl_indirect,1.0
LGB7,DSD2,92056,dim1,2021-05-11 20:57:13,2021-05-12 23:59:59,['r11' 'r107' 'r1340' 'r7772' 'r7868'],r107,"{'j60': 193, 'j93': 99, 'j104': 1494, 'j103': 102}","{'r11': 1.06, 'r107': 1.06, 'r1340': 2.65, 'r7772': 3.8, 'r7868': 2.7}",amzl_indirect,1.0
LGB7,DPS1,90039,dim1,2021-05-11 20:57:24,2021-05-12 23:59:59,['r9' 'r83' 'r1216' 'r5015' 'r5655'],r83,"{'j57': 1288, 'j82': 78, 'j75': 910, 'j72': 796}","{'r9': 2.19, 'r83': 2.19, 'r1216': 2.5, 'r5015': 3.76, 'r5655': 2.27}",amzl_indirect,1.0
LGB7,DPS1,90041,dim1,2021-05-11 20:57:41,2021-05-12 23:59:59,['r9' 'r83' 'r1217' 'r5016' 'r5656'],r83,"{'j57': 1287, 'j82': 77, 'j75': 909, 'j72': 795}","{'r9': 2.19, 'r83': 2.19, 'r1217': 2.47, 'r5016': 3.73, 'r5656': 2.26}",amzl_indirect,1.0
LGB7,DSD1,92007,dim1,2021-05-11 20:58:08,2021-05-12 23:59:59,['r17' 'r106' 'r1306' 'r7186' 'r7426'],r106,"{'j59': 748, 'j93': 98, 'j104': 1493, 'j102': 508}","{'r17': 1.06, 'r106': 1.06, 'r1306': 2.77, 'r7186': 3.92, 'r7426': 2.8}",amzl_indirect,1.0
LGB3,DSD1,92130,dim1,2021-05-11 20:58:34,2021-05-12 23:59:59,['r13' 'r997' 'r7093'],r997,{},"{'r13': 2.88, 'r997': 2.75, 'r7093': 2.79}",3p,2.75
LGB7,DSD1,92126,dim1,2021-05-11 20:58:38,2021-05-12 23:59:59,['r17' 'r106' 'r1329' 'r7209' 'r7449'],r106,"{'j59': 747, 'j93': 97, 'j104': 1492, 'j102': 507}","{'r17': 1.06, 'r106': 1.06, 'r1329': 2.85, 'r7209': 4.0, 'r7449': 2.9}",amzl_indirect,1.0
LGB3,DPS1,91706,dim1,2021-05-11 20:58:39,2021-05-12 23:59:59,['r14' 'r71' 'r931' 'r4746'],r71,"{'j57': 1286, 'j70': 466, 'j75': 908, 'j72': 794}","{'r14': 1.01, 'r71': 1.01, 'r931': 2.25, 'r4746': 2.42}",amzl_indirect,1.0
LGB3,DSD1,92123,dim1,2021-05-11 20:59:14,2021-05-12 23:59:59,['r13' 'r991' 'r7087'],r991,{},"{'r13': 2.88, 'r991': 2.86, 'r7087': 2.89}",3p,2.86
LGB3,DPS1,90026,dim1,2021-05-11 20:59:37,2021-05-12 23:59:59,['r14' 'r71' 'r873' 'r4688'],r71,"{'j57': 1285, 'j70': 465, 'j75': 907, 'j72': 793}","{'r14': 1.01, 'r71': 1.01, 'r873': 2.41, 'r4688': 2.59}",amzl_indirect,1.0
LGB3,DPS1,91006,dim1,2021-05-11 20:59:54,2021-05-12 23:59:59,['r14' 'r71' 'r894' 'r4709'],r71,"{'j57': 1284, 'j70': 464, 'j75': 906, 'j72': 792}","{'r14': 1.01, 'r71': 1.01, 'r894': 2.29, 'r4709': 2.45}",amzl_indirect,1.0
LGB3,DSD1,92121,dim1,2021-05-11 21:00:16,2021-05-12 23:59:59,['r13' 'r989' 'r7085'],r989,{},"{'r13': 2.88, 'r989': 2.79, 'r7085': 2.83}",3p,2.79
LGB3,DLA5,92223,dim1,2021-05-11 21:00:18,2021-05-12 23:59:59,['r16' 'r69' 'r843' 'r2948'],r69,"{'j56': 1136, 'j70': 463, 'j75': 905, 'j101': 43}","{'r16': 2.19, 'r69': 2.19, 'r843': 2.33, 'r2948': 2.2}",amzl_indirect,1.0
LGB3,DPS1,90065,dim1,2021-05-11 21:00:37,2021-05-12 23:59:59,['r14' 'r71' 'r885' 'r4700'],r71,"{'j57': 1283, 'j70': 462, 'j75': 904, 'j72': 791}","{'r14': 1.01, 'r71': 1.01, 'r885': 2.39, 'r4700': 2.56}",amzl_indirect,1.0
LGB3,DPS1,91106,dim1,2021-05-11 21:01:01,2021-05-12 23:59:59,['r14' 'r71' 'r907' 'r4722'],r71,"{'j57': 1282, 'j70': 461, 'j75': 903, 'j72': 790}","{'r14': 1.01, 'r71': 1.01, 'r907': 2.34, 'r4722': 2.51}",amzl_indirect,1.0
LGB3,DLA5,92557,dim1,2021-05-11 21:02:30,2021-05-12 23:59:59,['r16' 'r69' 'r863' 'r2968'],r2968,"{'j74': 11422, 'j70': 460, 'j75': 902}","{'r16': 2.19, 'r69': 2.19, 'r863': 2.18, 'r2968': 2.09}",ddu,2.08
LGB3,DPS1,91790,dim1,2021-05-11 21:02:38,2021-05-12 23:59:59,['r14' 'r71' 'r945' 'r4760'],r71,"{'j57': 1281, 'j70': 459, 'j75': 901, 'j72': 789}","{'r14': 1.01, 'r71': 1.01, 'r945': 2.23, 'r4760': 2.4}",amzl_indirect,1.0
LGB7,DPS1,91733,dim1,2021-05-11 21:02:43,2021-05-12 23:59:59,['r9' 'r83' 'r1272' 'r5071' 'r5711'],r5711,"{'j105': 10704, 'j93': 96, 'j104': 1491}","{'r9': 2.19, 'r83': 2.19, 'r1272': 2.38, 'r5071': 3.64, 'r5711': 2.16}",ddu,2.1
LGB3,DPS1,91776,dim1,2021-05-11 21:03:49,2021-05-12 23:59:59,['r14' 'r71' 'r943' 'r4758'],r71,"{'j57': 1280, 'j70': 458, 'j75': 900, 'j72': 788}","{'r14': 1.01, 'r71': 1.01, 'r943': 2.32, 'r4758': 2.49}",amzl_indirect,1.0
LGB3,DPS1,91007,dim1,2021-05-11 21:04:01,2021-05-12 23:59:59,['r14' 'r71' 'r895' 'r4710'],r71,"{'j57': 1279, 'j70': 457, 'j75': 899, 'j72': 787}","{'r14': 1.01, 'r71': 1.01, 'r895': 2.3, 'r4710': 2.46}",amzl_indirect,1.0
LGB7,DPS1,91790,dim1,2021-05-11 21:04:19,2021-05-12 23:59:59,['r9' 'r83' 'r1281' 'r5080' 'r5720'],r5720,"{'j105': 10703, 'j93': 95, 'j104': 1490}","{'r9': 2.19, 'r83': 2.19, 'r1281': 2.32, 'r5080': 3.58, 'r5720': 2.16}",ddu,2.1
LGB3,DSD1,92108,dim1,2021-05-11 21:04:42,2021-05-12 23:59:59,['r13' 'r985' 'r7081'],r985,{},"{'r13': 2.88, 'r985': 2.88, 'r7081': 2.92}",3p,2.88
LGB3,DSD1,92129,dim1,2021-05-11 21:04:59,2021-05-12 23:59:59,['r13' 'r996' 'r7092'],r996,{},"{'r13': 2.88, 'r996': 2.76, 'r7092': 2.79}",3p,2.76
LGB3,DLA5,92407,dim1,2021-05-11 21:05:01,2021-05-12 23:59:59,['r16' 'r69' 'r856' 'r2961'],r2961,"{'j74': 11421, 'j70': 456, 'j75': 898}","{'r16': 2.19, 'r69': 2.19, 'r856': 2.18, 'r2961': 2.11}",ddu,2.1
LGB3,DPS3,91302,dim1,2021-05-11 21:05:15,2021-05-12 23:59:59,['r10' 'r70' 'r951' 'r6243'],r70,"{'j58': 266, 'j70': 455, 'j75': 897, 'j73': 162}","{'r10': 1.01, 'r70': 1.01, 'r951': 2.64, 'r6243': 2.81}",amzl_indirect,1.0
LGB3,DSD1,92007,dim1,2021-05-11 21:05:43,2021-05-12 23:59:59,['r13' 'r970' 'r7066'],r970,{},"{'r13': 2.88, 'r970': 2.69, 'r7066': 2.74}",3p,2.69
LGB7,DSD2,92056,dim1,2021-05-11 21:05:53,2021-05-12 23:59:59,['r11' 'r107' 'r1340' 'r7772' 'r7868'],r107,"{'j60': 192, 'j93': 94, 'j104': 1489, 'j103': 101}","{'r11': 1.06, 'r107': 1.06, 'r1340': 2.65, 'r7772': 3.8, 'r7868': 2.7}",amzl_indirect,1.0
LGB3,DPS1,91706,dim1,2021-05-11 21:06:42,2021-05-12 23:59:59,['r14' 'r71' 'r931' 'r4746'],r71,"{'j57': 1278, 'j70': 454, 'j75': 896, 'j72': 786}","{'r14': 1.01, 'r71': 1.01, 'r931': 2.25, 'r4746': 2.42}",amzl_indirect,1.0
LGB3,DPS1,91801,dim1,2021-05-11 21:06:58,2021-05-12 23:59:59,['r14' 'r71' 'r946' 'r4761'],r71,"{'j57': 1277, 'j70': 453, 'j75': 895, 'j72': 785}","{'r14': 1.01, 'r71': 1.01, 'r946': 2.34, 'r4761': 2.51}",amzl_indirect,1.0
LGB3,DPS3,90265,dim1,2021-05-11 21:08:11,2021-05-12 23:59:59,['r10' 'r70' 'r948' 'r6240'],r70,"{'j58': 265, 'j70': 452, 'j75': 894, 'j73': 161}","{'r10': 1.01, 'r70': 1.01, 'r948': 2.72, 'r6240': 2.9}",amzl_indirect,1.0
LGB7,DSD1,92108,dim1,2021-05-11 21:08:35,2021-05-12 23:59:59,['r17' 'r106' 'r1321' 'r7201' 'r7441'],r106,"{'j59': 746, 'j93': 93, 'j104': 1488, 'j102': 506}","{'r17': 1.06, 'r106': 1.06, 'r1321': 2.95, 'r7201': 4.1, 'r7441': 2.99}",amzl_indirect,1.0
LGB3,DLA5,92583,dim1,2021-05-11 21:09:04,2021-05-12 23:59:59,['r16' 'r69' 'r867' 'r2972'],r69,"{'j56': 1135, 'j70': 451, 'j75': 893, 'j101': 42}","{'r16': 2.19, 'r69': 2.19, 'r867': 2.37, 'r2972': 2.28}",amzl_indirect,1.0
LGB3,DSD1,92126,dim1,2021-05-11 21:09:36,2021-05-12 23:59:59,['r13' 'r993' 'r7089'],r993,{},"{'r13': 2.88, 'r993': 2.79, 'r7089': 2.82}",3p,2.79
LGB7,DSD1,92124,dim1,2021-05-11 21:09:50,2021-05-12 23:59:59,['r17' 'r106' 'r1328' 'r7208' 'r7448'],r106,"{'j59': 745, 'j93': 92, 'j104': 1487, 'j102': 505}","{'r17': 1.06, 'r106': 1.06, 'r1328': 2.92, 'r7208': 4.06, 'r7448': 2.97}",amzl_indirect,1.0
LGB7,DSD1,92124,dim1,2021-05-11 21:10:15,2021-05-12 23:59:59,['r17' 'r106' 'r1328' 'r7208' 'r7448'],r106,"{'j59': 744, 'j93': 91, 'j104': 1486, 'j102': 504}","{'r17': 1.06, 'r106': 1.06, 'r1328': 2.92, 'r7208': 4.06, 'r7448': 2.97}",amzl_indirect,1.0
LGB7,DPS1,91103,dim1,2021-05-11 21:10:22,2021-05-12 23:59:59,['r9' 'r83' 'r1240' 'r5039' 'r5679'],r83,"{'j57': 1276, 'j82': 76, 'j75': 892, 'j72': 784}","{'r9': 2.19, 'r83': 2.19, 'r1240': 2.44, 'r5039': 3.71, 'r5679': 2.26}",amzl_indirect,1.0
LGB3,DLA5,92374,dim1,2021-05-11 21:10:36,2021-05-12 23:59:59,['r16' 'r69' 'r851' 'r2956'],r2956,"{'j74': 11420, 'j70': 450, 'j75': 891}","{'r16': 2.19, 'r69': 2.19, 'r851': 2.22, 'r2956': 2.06}",ddu,2.05
LGB7,DSD1,92127,dim1,2021-05-11 21:10:49,2021-05-12 23:59:59,['r17' 'r106' 'r1330' 'r7210' 'r7450'],r106,"{'j59': 743, 'j93': 90, 'j104': 1485, 'j102': 503}","{'r17': 1.06, 'r106': 1.06, 'r1330': 2.78, 'r7210': 3.93, 'r7450': 2.85}",amzl_indirect,1.0
LGB3,DSD1,92037,dim1,2021-05-11 21:11:17,2021-05-12 23:59:59,['r13' 'r978' 'r7074'],r978,{},"{'r13': 2.88, 'r978': 2.82, 'r7074': 2.87}",3p,2.82
LGB3,DPS3,91356,dim1,2021-05-11 21:11:25,2021-05-12 23:59:59,['r10' 'r70' 'r954' 'r6246'],r70,"{'j58': 264, 'j70': 449, 'j75': 890, 'j73': 160}","{'r10': 1.01, 'r70': 1.01, 'r954': 2.58, 'r6246': 2.75}",amzl_indirect,1.0
LGB3,DPS1,90027,dim1,2021-05-11 21:11:37,2021-05-12 23:59:59,['r14' 'r71' 'r874' 'r4689'],r71,"{'j57': 1275, 'j70': 448, 'j75': 889, 'j72': 783}","{'r14': 1.01, 'r71': 1.01, 'r874': 2.43, 'r4689': 2.6}",amzl_indirect,1.0
